can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,cov_sta_dat,cov_end_dat,ind_con,net_ope_exp,tot_con,tot_dis,net_con,ope_exp,tot_rec,winner
H6CA17141,"COHEN, RONALD H",H,CA,17.0,REP,CHALLENGER,FREMONT ,CA,945393636.0,11/2/2015,9/30/2016,2750.0,3630.0,4793.0,4791.0,4094.0,4091.0,4943.0,N
S6OH00262,"CONNORS, THOMAS WILLIAM",S,OH,0.0,IND,CHALLENGER,CANTON,OH,44709.0,6/29/2015,9/30/2016,1050.55,35616.0,1987.0,35616.0,1987.0,35616.0,41987.0,N
H6FL06183,"COSTELLO, FREDRICK WILLIAM",H,FL,6.0,REP,CHALLENGER,ORMOND BEACH,FL,32174.0,1/1/2016,9/30/2016,167778.42,283051.82,185778.42,305007.84,169578.42,283792.34,305018.94,N
H6NC12055,"COTHAM, PATRICIA A",H,NC,12.0,DEM,CHALLENGER,MATTHEWS,NC,28105.0,1/1/2016,9/30/2016,56291.48,118875.35,76835.97,119728.9,76835.97,119728.9,121189.52,N
H0TX06065,"COZAD, DAVID EDWIN",H,TX,6.0,DEM,CHALLENGER,ARLINGTON,TX,760031443.0,1/1/2015,9/30/2016,2310.01,3530.64,2310.01,3608.25,2310.01,3530.64,3245.23,N
S4WA00524,"CUMMINGS, TED",S,WA,0.0,IND,CHALLENGER,CHATTAROY,WA,99003.0,1/1/2015,9/30/2016,2149.0,4103.0,5174.0,5173.0,4105.0,4103.0,5174.0,N
H6NC05117,"CURRAN, PATRICIA MARGARET",H,NC,5.0,REP,CHALLENGER,KERNERSVILLE,NC,27284.0,1/1/2015,9/30/2016,80203.37,86440.74,86535.85,88674.05,86515.85,88654.05,88749.16,N
H0NC08163,"D'ANNUNZIO, TIMOTHY BRUCE",H,NC,8.0,REP,CHALLENGER,RAEFORD,NC,28376.0,1/1/2015,9/30/2016,9882.0,233979.46,9882.0,238008.32,9882.0,238008.32,239410.86,N
H6NC02122,"DALY, KAY MRS.",H,NC,13.0,REP,CHALLENGER,PINEHURST,NC,28374.0,7/1/2015,9/30/2016,157246.39,106349.6,182915.39,111215.78,182915.39,111215.78,187781.57,N
H6TX27084,"DEEB, GREGORY PATRICK",H,TX,27.0,REP,CHALLENGER,CORPUS CHRISTI,TX,78414.0,1/10/2015,9/30/2016,128902.19,194988.76,139328.22,194988.76,139328.22,194988.76,195328.22,N
H6NY18195,"DEL VECCHIO, KENNETH",H,NY,18.0,REP,CHALLENGER,WARWICK,NY,10990.0,10/1/2015,9/30/2016,16020.0,64324.53,17705.0,64461.68,17705.0,64324.53,64455.0,N
H6WV03091,"DETCH, MATTHEW PAUL",H,WV,3.0,DEM,CHALLENGER,LEWISBURG,WV,24901.0,1/1/2016,9/30/2016,55867.45,45137.3,64867.45,45137.3,64867.45,45137.3,64867.45,N
H6IL01159,"DEUSER, AUGUST (O'NEILL)",H,IL,1.0,REP,CHALLENGER,MOKENA,IL,60448.0,7/1/2015,9/30/2016,6420.0,20150.0,20656.0,20150.0,20656.0,20150.0,20656.0,N
H6NC02114,"DUNCAN, JAMES",H,NC,2.0,REP,CHALLENGER,SOUTHERN PINES,NC,28387.0,2/24/2015,9/30/2016,351150.34,377392.39,521450.34,461017.12,474313.39,391180.17,535238.12,N
H4FL17037,"ELLISON, ALLEN L",H,FL,17.0,DEM,CHALLENGER,WAUCHULA,FL,33873.0,3/1/2015,9/30/2016,12525.9,10857.98,12525.9,16418.82,12525.9,10918.82,18086.74,N
H6MD05206,"FADDIS, CHARLES",H,MD,5.0,REP,CHALLENGER,DAVIDSONVILLE,MD,21035.0,4/1/2015,9/30/2016,244950.21,260240.43,248200.21,268340.43,240100.21,260240.43,271800.21,N
H4TN04155,"FAPARUSI, YOMI DR. SR.",H,TN,4.0,REP,CHALLENGER,NOLENSVILLE,TN,37135.0,1/1/2015,9/30/2016,24697.0,20496.77,24697.0,272196.77,24697.0,20496.77,276397.0,N
H6LA01209,"FAUST, DANIL",H,LA,1.0,DEM,CHALLENGER,NEW ORLEANS,LA,70112.0,7/1/2016,9/30/2016,10.0,5066.05,10.0,5066.05,10.0,5066.05,7709.0,N
S0IA00119,"FIEGEN, THOMAS L",S,IA,0.0,DEM,CHALLENGER,CLARENCE,IA,52216.0,11/1/2014,9/30/2016,22687.0,15948.0,50458.0,22429.0,50458.0,22429.0,50458.0,N
H6NH02162,"FLANAGAN, JACK",H,NH,2.0,REP,CHALLENGER,BROOKLIONE,NH,3033.0,11/19/2015,9/30/2016,40575.5,57875.5,40575.5,60575.5,37875.5,57875.5,60575.5,N
H6NV04012,"FLORES, LUCY",H,NV,4.0,DEM,CHALLENGER,LAS VEGAS,NV,89110.0,4/1/2015,9/30/2016,1075640.23,1079959.35,1123000.98,1123752.94,1098897.23,1081039.19,1124080.82,N
H6CA31134,"FLYNN, SEAN MASAKI",H,CA,31.0,REP,CHALLENGER,UPLAND,CA,91786.0,1/1/2016,9/30/2016,134784.0,582872.38,460041.76,963470.79,427341.76,630770.79,1000221.25,N
H4GA09065,"FONTAINE, BERNARD ARTHUR",H,GA,9.0,REP,CHALLENGER,SUCHES,GA,30572.0,7/1/2014,9/30/2016,11265.0,6494.95,17491.34,15121.29,17491.34,6494.95,17491.34,N
H6TX06146,"FOWLER, STEVEN C",H,TX,6.0,REP,CHALLENGER,ARLINGTON,TX,76012.0,4/1/2015,9/30/2016,5365.0,9918.7,6275.64,9918.7,6275.64,9918.7,10025.64,N
H4CA18094,"FOX, RICHARD B",H,CA,18.0,REP,CHALLENGER,LOS GATOS,CA,95032.0,1/1/2015,9/30/2016,17453.0,18017.01,17653.0,25279.76,17653.0,18017.01,24153.0,N
H6FL22081,"FREEMAN, MARC BENJAMIN",H,FL,18.0,REP,CHALLENGER,BOCA RATON,FL,33432.0,7/1/2015,9/30/2016,279467.1,1905795.23,286467.1,1905970.23,286467.1,1905970.23,1907398.19,N
H6TX10148,"GALLAHER, SCOT B.",H,TX,10.0,DEM,CHALLENGER,KATY,TX,77493.0,10/1/2015,9/30/2016,165.0,10341.0,265.0,10341.0,265.0,10341.0,10515.0,N
H6FL06118,"GALLOWAY, G.G.",H,FL,6.0,REP,CHALLENGER,ORMOND BEACH,FL,32174.0,7/1/2015,9/30/2016,135238.35,139853.43,142738.35,139853.43,142738.35,139853.43,171619.98,N
H6TX29064,"GARCIA, ADRIAN",H,TX,29.0,DEM,CHALLENGER,HOUSTON,TX,77009.0,12/15/2015,9/30/2016,387448.62,376586.79,390998.62,387966.79,379618.62,376586.79,390998.62,N
H6PA17161,"GEISSINGER, GLENN A",H,PA,17.0,REP,CHALLENGER,PEN ARGYL,PA,18072.0,7/1/2015,9/30/2016,36775.0,56843.85,51494.72,138100.72,51494.72,56843.85,138994.72,N
H6AL02142,"GERRITSON, REBECCA (BECKY)",H,AL,2.0,REP,CHALLENGER,WETUMPKA,AL,36902.0,7/1/2015,9/30/2016,180871.8,203258.38,205103.38,206908.19,203258.38,205063.19,206908.19,N
H2MN02130,"GERSON, DAVID ADAM",H,MN,2.0,REP,CHALLENGER,SOUTH SAINT PAUL,MN,55075.0,1/1/2015,9/30/2016,129327.85,145619.46,131367.85,157924.57,120567.85,147124.57,260305.55,N
H4TX22163,"GIBSON, MARK",H,TX,22.0,DEM,CHALLENGER,MISSOURI CITY,TX,77459.0,1/14/2016,9/30/2016,9349.0,19113.1,9349.0,19113.1,9349.0,19113.1,21306.0,N
H0TX04136,"GIGLIOTTI, LOUIS P",H,TX,4.0,REP,CHALLENGER,PRINCETON,TX,75407.0,1/1/2015,9/30/2016,3374.95,130300.16,3374.95,130300.16,3374.95,130300.16,122374.95,N
H6MI08247,"GILBERT, MELISSA",H,MI,8.0,DEM,CHALLENGER,BRIGHTON,MI,48116.0,7/1/2015,9/30/2016,705711.64,501323.51,803685.65,799810.19,714281.04,507905.58,810267.72,N
H6IL13113,"GILL, DAVID DR.",H,IL,13.0,IND,CHALLENGER,BLOOMINGTON,IL,61704.0,4/1/2015,9/30/2016,23365.95,23384.13,23620.95,23384.13,23620.95,23384.13,24170.95,N
H6KS03233,"GOODE, GREGORY MICHAEL LTC(R) SR",H,KS,3.0,REP,CHALLENGER,LOUISBURG,KS,66053.0,4/1/2016,9/30/2016,41325.26,38367.52,61915.75,44020.6,56502.8,38367.52,78415.75,N
H0PA06118,"GORDON, BRIAN ANTHONY",H,PA,2.0,DEM,CHALLENGER,BALA CYNWYD,PA,19004.0,1/1/2015,9/30/2016,52667.67,68548.85,53917.67,69148.85,53917.67,68548.85,57917.67,N
H6CA45118,"GOURON, MAX M.D.",H,CA,45.0,DEM,CHALLENGER,TUSTIN,CA,92781.0,1/1/2016,9/30/2016,1985.0,41216.97,1985.0,46128.97,1985.0,41216.97,46132.47,N
H4NC12084,"GRAHAM, MALCOLM",H,NC,12.0,DEM,CHALLENGER,CHARLOTTE,NC,28269.0,1/1/2015,9/30/2016,77528.0,102098.77,77812.37,104908.89,77812.37,103908.89,104622.49,N
S6FL00376,"GRAYSON, ALAN MARK",S,FL,0.0,DEM,CHALLENGER,ORLANDO,FL,32837.0,1/1/2015,9/30/2016,4056349.94,3585661.0,4145499.94,3965939.77,4139832.78,3585661.0,4658100.83,N
H6VA06132,"GRIEGO, HARRY MR",H,VA,6.0,REP,CHALLENGER,ROANOKE,VA,24015.0,1/1/2016,9/30/2016,10930.26,10864.11,10930.26,10864.11,10930.26,10864.11,10930.26,N
H6NC13210,"GRIFFIN, KEVIN D.",H,NC,13.0,DEM,CHALLENGER,DURHAM,NC,27709.0,4/1/2016,9/30/2016,630.36,19506.39,633.36,19827.39,633.36,19827.39,19829.36,N
S6NC00274,"GRIFFIN, KEVIN DAY",S,NC,0.0,DEM,CHALLENGER,DURHAM,NC,27709.0,10/1/2015,9/30/2016,3855.0,58927.0,3865.0,62394.0,3865.0,58935.0,62899.0,N
H4NC03059,"GRIFFIN, WILLIAM TAYLOR",H,NC,3.0,REP,CHALLENGER,NEW BERN,NC,28562.0,7/1/2015,9/30/2016,289631.0,345966.33,356401.0,357845.39,347801.0,349245.39,359680.06,N
S6FL00384,"GUTHRIE, SEAN PATRICK",S,FL,0.0,OTH,CHALLENGER,VENICE,FL,34293.0,7/1/2015,9/30/2016,235.0,131.0,409.0,409.0,409.0,236.0,409.0,N
H6NC06107,"HARDIN, CHRISTOPHER WESLEY MR.",H,NC,6.0,REP,CHALLENGER,BROWNS SUMMIT,NC,27214.0,10/1/2015,9/30/2016,17287.02,29178.81,29340.15,30928.81,29340.15,30928.81,31090.7,N
S6IL00342,"HARRIS, NAPOLEON",S,IL,0.0,DEM,CHALLENGER,HARVEY,IL,60426.0,10/9/2015,9/30/2016,10564.0,560900.0,19521.0,1060880.0,19521.0,560900.0,1069521.0,N
H6NJ07177,"HEARD, CRAIG P.",H,NJ,7.0,REP,CHALLENGER,LONG VALLEY,NJ,7853.0,1/1/2016,9/30/2016,22739.9,29532.34,22739.9,29532.34,22739.9,29532.34,30739.9,N
H4NC05260,"HENLEY, GARDENIA M",H,NC,12.0,DEM,CHALLENGER,WINSTON SALEM,NC,27116.0,1/1/2015,9/30/2016,3185.98,10223.96,3185.98,10223.96,3185.98,10223.96,10375.98,N
H6NC13095,"HENNING, PAUL H IV",H,NC,13.0,REP,CHALLENGER,HIGH POINT,NC,27265.0,3/23/2016,9/30/2016,86196.0,77591.0,88686.0,88686.0,77591.0,77591.0,88686.0,N
H4CA12089,"HERMANSON, BARRY",H,CA,12.0,GRE,CHALLENGER,SAN FRANCISCO,CA,94116.0,1/1/2016,9/30/2016,200.0,7430.36,2700.0,8958.83,2700.0,7430.36,8958.83,N
H4NC11086,"HILL, TOM",H,NC,11.0,DEM,CHALLENGER,ZIRCONIA,NC,28790.0,1/1/2015,9/30/2016,2724.01,4623.76,2724.01,4623.76,2724.01,4623.76,4464.01,N
H6MN07288,"HINSON, AMANDA LYNN",H,MN,7.0,REP,CHALLENGER,LONG PRAIRIE,MN,56347.0,1/1/2016,9/30/2016,23093.96,22617.96,24093.96,24361.0,24093.96,22889.54,24365.54,N
H6FL05193,"HOLLOWAY, LASHONDA J",H,FL,5.0,DEM,CHALLENGER,JACKSONVILLE,FL,32218.0,10/1/2015,9/30/2016,21442.66,20511.03,21442.66,20511.03,21442.66,20511.03,21442.66,N
H6SC01151,"HORNE, JENNY A",H,SC,1.0,REP,CHALLENGER,SUMMERVILLE,SC,29483.0,10/1/2015,9/30/2016,140278.74,142801.79,146778.74,144801.79,144778.74,142801.79,146778.74,N
H6WA05148,"HORNE, THOMAS M",H,WA,5.0,REP,CHALLENGER,NINE MILE FALLS,WA,99026.0,7/1/2015,9/30/2016,750.0,9346.82,750.0,9346.82,750.0,9346.82,9397.95,N
H6CA52148,"HORST, JOHN H",H,CA,52.0,REP,CHALLENGER,SAN DIEGO,CA,921962219.0,10/1/2015,9/30/2016,14600.0,16155.56,14600.0,16155.56,14600.0,16155.56,14502.5,N
H6NC13137,"HOWARD, JULIA CRAVEN",H,NC,13.0,REP,CHALLENGER,MOCKSVILLE,NC,27028.0,3/24/2016,9/30/2016,39495.0,61617.65,63995.0,63995.0,63995.0,61617.65,63995.0,N
H4NH01219,"INNIS, DANIEL E",H,NH,1.0,REP,CHALLENGER,PORTSMOUTH,NH,38014327.0,1/1/2015,9/30/2016,211801.64,155984.14,216661.35,221150.11,156216.35,157675.11,219852.32,N
H6MD01221,"IRETON, JIM",H,MD,1.0,DEM,CHALLENGER,SALISBURY,MD,21801.0,1/1/2016,9/30/2016,72867.56,49610.81,73867.56,61383.21,73867.56,49610.81,73891.42,N
H6OK02233,"JACKSON, JARRIN DALE",H,OK,2.0,REP,CHALLENGER,OOLOGAH,OK,74053.0,7/23/2015,9/30/2016,93515.05,156527.68,117314.28,158127.68,115714.28,156527.68,162814.28,N
H6NC09192,"JOHNSON, TODD",H,NC,9.0,REP,CHALLENGER,MONROE,NC,28111.0,3/1/2016,9/30/2016,101710.0,219560.68,101710.0,219560.68,101710.0,219560.68,219610.0,N
H6NJ03143,"KEADY, JIM",H,NJ,3.0,DEM,CHALLENGER,WARETOWN,NJ,8758.0,4/1/2016,9/30/2016,61128.22,72078.19,62478.22,74778.19,59778.22,72078.19,76478.22,N
S6FL00285,"KEITH, PAMELA MICHELE",S,FL,0.0,DEM,CHALLENGER,NORTH PALM BEACH,FL,33408.0,1/1/2015,9/30/2016,152071.0,220495.0,152321.0,265836.0,152221.0,217095.0,247376.0,N
H6MN06165,"KERN, ALIENA JEANENE",H,MN,6.0,REP,CHALLENGER,SAUK RAPIDS,MN,56379.0,1/1/2016,9/30/2016,16031.12,26890.16,16031.12,27796.41,15124.87,26890.16,29031.12,N
S6CO00283,"KEYSER, JON",S,CO,0.0,REP,CHALLENGER,GREENWOOD VILLAGE,CO,80111.0,1/1/2016,9/30/2016,416014.0,557621.0,438577.0,650704.0,345527.0,557654.0,650705.0,N
H6FL16083,"KING, BRENT",H,FL,16.0,DEM,CHALLENGER,LAKEWOOD RANCH,FL,34211.0,2/26/2016,9/30/2016,4537.0,14405.92,4537.0,14977.0,4437.0,14405.92,14977.0,N
H6NY24169,"KINGSON, ERIC R. MR.",H,NY,24.0,DEM,CHALLENGER,MANLIUS,NY,13104.0,7/1/2015,9/30/2016,292733.67,295834.02,306197.75,308757.07,299203.67,299662.99,310026.72,N
H6IA01163,"KROEGER, GARY",H,IA,1.0,DEM,CHALLENGER,WATERLOO,IA,50701.0,4/1/2015,9/30/2016,78644.63,74269.26,78644.63,76269.26,78644.63,74269.26,78644.63,N
H2OH02093,"KUNDRATA, FREDERICK LOUIS III",H,OH,1.0,DEM,CHALLENGER,CINCINNATI,OH,45202.0,1/1/2015,9/30/2016,115.0,30413.89,23904.25,30413.89,23904.25,30413.89,23904.25,N
H6NJ07169,"LARSEN, DAVID MR.",H,NJ,7.0,REP,CHALLENGER,LEBANON,NJ,8833.0,1/1/2015,9/30/2016,37935.76,187360.76,37935.76,191257.16,34039.36,187360.76,277626.96,N
S6OR05119,"LASCHOBER, DANIEL",S,OR,0.0,REP,CHALLENGER,WILSONVILLE,OR,97070.0,7/24/2015,9/30/2016,5345.0,8754.0,5345.0,17344.0,5345.0,8754.0,17345.0,N
H6NJ01188,"LAW, ALEXANDER",H,NJ,1.0,DEM,CHALLENGER,COLLINGSWOOD,NJ,8108.0,1/1/2015,9/30/2016,73917.98,81319.55,74917.98,82783.98,74917.98,81319.55,81517.98,N
H6MN02123,"LAWRENCE, MARY",H,MN,2.0,DFL,CHALLENGER,EAGAN,MN,55121.0,1/1/2015,9/30/2016,399125.89,855329.79,410025.89,1547919.79,51686.89,856580.79,1581291.69,N
H6WI01200,"LEBECK, JASON MR.",H,WI,1.0,LIB,CHALLENGER,JANESVILLE,WI,53547.0,1/1/2016,9/30/2016,450.65,468.89,555.48,468.89,555.48,468.89,555.48,N
H6NV04020,"LEE, SUSIE",H,NV,4.0,DEM,CHALLENGER,LAS VEGAS,NV,89134.0,4/1/2015,9/30/2016,949552.88,1492159.89,994633.58,1651680.38,840799.16,1494206.69,1651680.38,N
H6GA14029,"LEVENE, ALLAN MR.",H,TN,3.0,REP,CHALLENGER,CHATTANOOGA,TN,37405.0,1/1/2016,9/30/2016,75.0,10732.17,5295.0,11600.65,5295.0,10225.65,7220.0,N
H6PA07113,"LI, LINDY",H,PA,6.0,DEM,CHALLENGER,MALVERN,PA,19355.0,4/1/2015,9/30/2016,508228.63,291310.88,509228.63,304104.13,502560.38,291310.88,509228.63,N
H2GA11198,"LLOP, WILLIAM",H,GA,11.0,REP,CHALLENGER,SANDY SPRINGS,GA,30328.0,1/1/2015,9/30/2016,1690.0,156209.39,1690.0,156799.49,1690.0,156209.39,157940.0,N
H6TX07110,"LLOYD, JAMES",H,TX,7.0,REP,CHALLENGER,HOUSTON,TX,77098.0,12/14/2015,9/30/2016,123770.83,167585.79,126470.83,167585.79,126470.83,167585.79,182520.83,N
S6FL00343,"LOPEZ-CANTERA, CARLOS",S,FL,0.0,REP,CHALLENGER,MIAMI,FL,33131.0,7/1/2015,9/30/2016,1206858.0,1062396.0,1251308.0,1251357.0,1088257.0,1062446.0,1251358.0,N
S6FL00491,"LUSTER, REGINALD",S,FL,0.0,DEM,CHALLENGER,JACKSONVILLE,FL,32216.0,4/1/2016,9/30/2016,15528.0,29768.0,31323.05,30803.0,31323.0,29768.0,35238.0,N
H4OH14110,"LYNCH, MATT",H,OH,14.0,REP,CHALLENGER,CHAGIN FALLS,OH,44023.0,1/1/2015,9/30/2016,226697.22,223757.02,232647.22,291219.5,228947.22,226516.73,296829.2,N
H6FL13189,"LYNN, ERIC",H,FL,13.0,DEM,CHALLENGER,ST. PETERSBURG,FL,33704.0,4/1/2015,9/30/2016,749879.36,161308.2,767379.36,645758.2,624429.36,161308.2,767855.36,N
H2MO08067,"MAHN, DANIEL TODD",H,MO,8.0,REP,CHALLENGER,DESOTO,MO,63020.0,4/1/2016,9/30/2016,15425.0,12123.46,15425.0,12164.54,15425.0,12123.46,16425.0,N
S6IL00334,"MARTER, JAMES THOMAS",S,IL,0.0,REP,CHALLENGER,OSWEGO,IL,60543.0,10/1/2015,9/30/2016,32397.0,70627.0,32697.0,71838.0,32697.0,69312.0,71904.0,N
H4NE02120,"MAXWELL, CHIP",H,NE,2.0,REP,CHALLENGER,OMAHA,NE,68144.0,3/1/2015,9/30/2016,100770.97,113914.87,101770.97,113914.87,101770.97,113914.87,111770.97,N
H6IL15084,"MCCARTER, KYLE",H,IL,15.0,REP,CHALLENGER,LEBANON,IL,62264.0,10/1/2015,9/30/2016,331721.93,404977.07,341486.34,494036.66,253122.65,405672.97,498182.24,N
S6AL00310,"MCCONNELL, JONATHAN EDWARD",S,AL,0.0,REP,CHALLENGER,HOMEWOOD,AL,35259.0,10/25/2015,9/30/2016,581101.0,781680.0,863893.0,940554.0,708249.0,781910.0,940571.0,N
H6WA03184,"MCDEVITT, DAVID MALCOLM MR",H,WA,3.0,DEM,CHALLENGER,VANCOUVER,WA,98663.0,10/1/2015,9/30/2016,15112.85,31423.79,15262.85,113923.79,15262.85,31423.79,115262.85,N
H6FL06225,"MCGOVERN, JAMES JOSEPH",H,FL,6.0,DEM,CHALLENGER,NEW SMYRNA BEACH,FL,32170.0,4/1/2016,9/30/2016,41089.0,69361.75,50116.53,72141.31,47416.53,69441.31,70196.09,N
H6OR05176,"MCTEAGUE, DAVE",H,OR,5.0,DEM,CHALLENGER,MILWAUKIE,OR,97267.0,1/1/2016,9/30/2016,19659.42,66962.85,30556.88,70712.85,30556.88,66962.85,45056.88,N
S6AZ00217,"MELUSKEY, ALEXANDER",S,AZ,0.0,REP,CHALLENGER,SCOTTSDALE,AZ,85254.0,1/1/2015,9/30/2016,112176.0,871427.0,112176.0,888489.0,97277.0,873589.0,886610.0,N
H2IN07096,"MINIEAR, J D",H,IN,7.0,REP,CHALLENGER,INDIANAPOLIS,IN,46224.0,11/17/2015,9/30/2016,2069.0,3758.0,2069.0,4476.0,2069.0,4066.0,4477.0,N
H0VA10129,"MODICA, JULIEN",H,VA,10.0,DEM,CHALLENGER,ASHBURN,VA,20147.0,10/19/2015,9/30/2016,25.0,2018.0,3025.0,2018.0,3025.0,2018.0,550386.26,N
H6PA10141,"MOLESEVICH, MIKE",H,PA,10.0,DEM,CHALLENGER,LEWISBURG,PA,17837.0,4/1/2016,9/30/2016,41021.15,47309.15,45859.14,47309.15,45859.14,47309.15,48359.14,N
H6FL06191,"MOONEY, PATRICK",H,FL,6.0,REP,CHALLENGER,ORMOND BEACH,FL,32174.0,1/1/2016,9/30/2016,206600.66,172320.91,244698.96,444140.43,176879.44,172320.91,444698.96,N
H6MI14195,"MORRISON, TERRANCE",H,MI,14.0,DEM,CHALLENGER,WEST BLOOMFIELD,MI,48322.0,7/1/2015,9/30/2016,200.0,10200.0,200.0,10200.0,200.0,10200.0,10200.0,N
H6IN08228,"MOSS, RICHARD MARC",H,IN,8.0,REP,CHALLENGER,JASPER,IN,475461817.0,10/1/2015,9/30/2016,30255.0,56640.12,30255.0,56640.12,30255.0,56640.12,58255.0,N
H6TX21210,"MURPHY, WILLIAM JOHN",H,TX,21.0,REP,CHALLENGER,AUSTIN,TX,78745.0,7/1/2015,9/30/2016,6724.69,7074.2,6970.0,7183.15,6970.0,7074.2,7183.15,N
S6CO00325,"NATIVIDAD, JERRY",S,CO,0.0,REP,CHALLENGER,LAKEWOOD,CO,80226.0,1/1/2016,9/30/2016,18916.0,138411.0,19916.0,163111.0,16716.0,138411.0,170416.0,N
S6WA00370,"NAZARINO, SCOTT",S,WA,0.0,REP,CHALLENGER,RENTON,WA,98059.0,4/1/2016,9/30/2016,938.0,10873.0,938.0,10873.0,938.0,10873.0,11174.0,N
H6WI01226,"NEHLEN, PAUL III",H,WI,1.0,REP,CHALLENGER,DELAVAN,WI,53115.0,4/1/2016,9/30/2016,1442052.44,1391460.28,1465724.97,1403390.56,1459024.97,1396690.56,1571255.25,N
H6CO06017,"NORRIS, CHARLES H",H,CO,1.0,DEM,CHALLENGER,DENVER,CO,80206.0,1/1/2015,9/30/2016,9592.88,17715.94,9691.68,17715.94,9691.68,17715.94,13691.68,N
H6MA09156,"O'MALLEY, THOMAS JOSEPH",H,MA,9.0,REP,CHALLENGER,MARSHFIELD,MA,2050.0,1/1/2016,9/30/2016,15701.65,19362.98,15701.65,21632.59,15701.65,19362.98,22701.65,N
H6CA05344,"PALSSON, NILS",H,CA,5.0,DEM,CHALLENGER,MIDDLETOWN,CA,95461.0,1/1/2016,9/30/2016,10240.59,10240.59,10240.59,10240.59,10240.59,10240.59,10240.59,N
H6FL06159,"PAPPAS, GEORGE STEVE",H,FL,6.0,DEM,CHALLENGER,ORMOND BEACH,FL,32176.0,10/28/2015,9/30/2016,42585.84,42205.7,43585.84,46478.85,43585.84,42205.7,46647.34,N
H6CA21192,"PARRA, DANIEL",H,CA,21.0,DEM,CHALLENGER,FOWLER,CA,93625.0,1/1/2015,9/30/2016,55843.07,69467.28,71143.07,70585.23,70643.07,69467.28,71152.83,N
H6TX18158,"PATE, AVA",H,TX,18.0,REP,CHALLENGER,HOUSTON,TX,77088.0,12/5/2015,9/30/2016,1025.0,4312.83,4667.47,4312.83,4667.47,4312.83,4667.47,N
H6TX17119,"PATTERSON, WILLIAM RALPH",H,TX,17.0,REP,CHALLENGER,EDDY,TX,76524.0,12/14/2015,9/30/2016,6580.0,402897.86,6580.0,405510.01,6580.0,405510.01,449943.17,N
H6FL06167,"PATTY, BRANDON JOEL",H,FL,6.0,REP,CHALLENGER,ST. AUGUSTINE,FL,32086.0,1/6/2016,9/30/2016,151097.37,116457.12,151347.37,139287.12,128517.37,116457.12,151347.37,N
S6PA00258,"PAWLOWSKI, ED",S,PA,0.0,DEM,CHALLENGER,ALLENTOWN,PA,18101.0,4/1/2015,9/30/2016,401619.88,123617.68,423619.88,437438.68,290669.88,123617.68,437529.88,N
H6FL27015,"PEREZ, FRANK",H,FL,27.0,DEM,CHALLENGER,MIAMI,FL,33233.0,8/4/2015,9/30/2016,11790.0,12553.01,11790.0,12553.01,11790.0,12553.01,111790.0,N
H6OR04203,"PERKINS, JO RAE",H,OR,4.0,REP,CHALLENGER,ALBANY,OR,97321.0,7/1/2015,9/30/2016,2980.0,4833.09,4734.25,4905.78,4734.25,4833.09,5159.1,N
H4CA30123,"RAB, AEJAZ (RAJI)",H,CA,30.0,DEM,CHALLENGER,WEST HILLS,CA,91304.0,3/1/2015,9/30/2016,83801.0,128371.82,83851.0,136871.82,75351.0,128371.82,138851.0,N
H4CA45089,"RATHS, GREGORY G",H,CA,45.0,REP,CHALLENGER,MISSION VIEJO,CA,92692.0,10/4/2014,9/30/2016,114867.75,167095.34,114867.75,193146.66,113367.75,169732.66,238505.07,N
H6OH08133,"REYNOLDS, ROGER",H,OH,8.0,REP,CHALLENGER,MIDDLETOWN,OH,45044.0,7/1/2015,9/30/2016,130683.31,56924.32,132783.31,158162.01,31628.31,57007.01,202866.0,N
H6TN04200,"REYNOLDS, STEVEN",H,TN,4.0,DEM,CHALLENGER,MURFREEBORO,TN,37361.0,4/1/2016,9/30/2016,32177.63,42271.61,33220.2,47821.61,33220.2,42271.61,49873.49,N
S6FL00418,"RIVERA, ERNESTO J",S,FL,0.0,REP,CHALLENGER,LAND O LAKES,FL,34639.0,11/12/2015,9/30/2016,350.0,83301.0,2977.0,296257.0,2677.0,83301.0,296308.0,N
H6OH07119,"ROBERTSON, TERRY",H,OH,7.0,REP,CHALLENGER,MEDINA,OH,44256.0,1/1/2015,9/30/2016,1195.0,3225.36,2355.89,3534.01,2355.89,3225.36,2555.89,N
H6NC13061,"ROBSINSON, VERNON",H,NC,13.0,REP,CHALLENGER,MARLTON,NJ,8053.0,1/1/2016,9/30/2016,90544.77,91244.77,92544.77,93083.77,91244.77,91783.77,93083.77,N
H6IL10135,"RODKIN ROTERING, NANCY",H,IL,10.0,DEM,CHALLENGER,HIGHLAND PARK,IL,60035.0,1/1/2015,9/30/2016,1149399.3,1369795.93,1163964.77,1508745.76,1043746.68,1371067.67,1510236.51,N
H6IL18161,"RODRIGUEZ, JUNIUS",H,IL,18.0,DEM,CHALLENGER,EUREKA,IL,61530.0,4/1/2016,9/30/2016,25093.8,42297.76,51827.91,42697.76,51427.91,42297.76,51827.91,N
H6NV04046,"ROLLE, DANIEL",H,NV,4.0,DEM,CHALLENGER,LAS VEGAS,NV,89193.0,1/1/2016,9/30/2016,4961.36,7642.86,6036.33,7873.21,6036.33,7873.21,8131.68,N
